" You should go to Jinyang too, " she answered coldly. " There are already too many people, " he answered. " My sister's house is full. And there's no work in Jinyang. " " What do you want? " " I'll leave Lan Lan in Jinyang -- none of the schools are open now, anyway -- and my parents can take care of her. " " And you? " " I thought I might	come	to Beijing. " He said this weakly, and the next sentence was even more feeble. " There's nothing left here. " Chrysanthemum was silent for a long time. Then she said, " Let me think about it. " She hung up and suddenly realized no other plan of action was possible.	think	listener	to Beijing		natural	COCA; 2014; Spring2014, Vol. 44 Issue 1, p159-174. 16p; A Room of One's Own; ZHANG YUERAN; FIC: Iowa Review 
" Then my sister called and woke me. I couldn't go back to sleep or remember anything else. She always forgets the time difference. " // When Leon asked why her sister had called, Juliana hesitated before telling him that Louise wanted to know if she'd given any more thought to	coming	back and offered the spare bedroom in her San Francisco loft. It seemed every friend or relative Juliana spoke with encouraged her to return to the States and resume her old teaching job or move to another city and start over, unable to understand why, after everything that had happened, she could bear to stay in Paris any longer.	think	next higher attitude-holder	back		natural	COCA; 2008; Winter2008, Vol. 51 Issue 2, p61-81, 21p; Still Life with Poppies.; Berg, Laura Van Den; FIC: Literary Review 
" He was roasted over a slow fire, " said Father to Lucy's horrified gasp. " They stuck garlic cloves between his toes and basted him all over like a chicken. When he was about to die and be taken into Heaven, Saint Lawrence said,' I think I'm done. You may eat me when you will.' The pagans were so impressed, they fell on their knees and begged to become Christians. " Trolls eat people, thought Jack. They would	come	over the sea and stick garlic cloves between everyone's toes. He put his head down and thought about green hills and puffy clouds instead. He must not be afraid.	think	protagonist	over the sea		natural	COCA; 2004; New York :; Atheneum Books for Young Readers, Edition: 1st ed; The Sea of Trolls; Farmer, Nancy, 1941- Britton, R. H. ; (Richard H.); FIC: The Sea of Trolls / 
She was doing well before we left. Usually she could remember that we were going, just not when. She would ask us up to 5 times in one visit when we were leaving. We were gone on a Sunday and Glenn called her that Sunday morning. She thought I was going to	come	pick her up for church. Glenn told her we were still in Texas and she was surprised to hear that we were there. # Since then she has been very confused.	think	speaker @ ET	X & V		natural	CORE; Personal Blog; Keepin' Up With The Tatums; http://keepinupwiththetatums.blogspot.com/ 
" And you have to think of Lind, when she'll need more school than you can give. " # " Rot school, " Lind said. I told her not to get mouthy. Cole was rubbing at his ear. # " You don't mean that, " he said, looking from one to the other of us. " You're going to get tired out here. " # " Haven't yet, " I said. I don't know why he thought of	coming	then, after we'd done just fine for as long as we had. Just gave out, I guess, got tired of thinking how Truhilla had left him stranded, and it coming up on a year of lone-some for him.	think	speaker@ET	none		natural	COCA; 2008; Summer2008, Vol. 39 Issue 2, p63-72, 10p; Swamp Tide.; James, Cyan1; FIC: Arkansas Review: A Journal of Delta Studies 
I went to see the Mona Lisa recently in the Louvre, but the space on the wall was blank, with only a small notice saying that it was taken away for restoration. I asked one of the attendants when they thought it would	come	back, but they didn't know.	think	speaker@ET	back		natural	COCA; 2017; New York Vol. 137, Iss. 5/6,  (May/Jun 2017): 160-163.; The Banffs; Tidhar, Lavie; FIC: Analog Science Fiction & Fact 
" My brother did his lawn yesterday. Do you think he'd bother to mow my lawn? " she burned. I sat there, wondering if I was expected to answer her question, but she soon answered it for me. # " I mean, you'd think they would have a little consideration for me. Here I am a widow, " she dragged her lips caustically over the word widow as if I had no clue that my own father had just died. " With this damned house. I work all day. And none of them even thinks to	come	over and mow my lawn for me, " she rattled off in what might have sounded like senseless whining had she not enunciated it as a bold declaration. She was like a lawyer defending her case, fuming at the injustice that had been done to her.	think	speaker@UT	over		natural	COCA; 2004 (Fall); Vol. 13, Iss. 1; pg. 157, 8 pgs; Insensitive; Margaret Barrett; FIC: Nine 
Money isn't the root of evil. Pretending money and things mean something is. # Something real big and angry finally jumps in me, thinking all this. She's trying to make me think because she isn't moving, she isn't making a choice. Well, she is. It's her choice. It's her decision. Not mine. She thinks she can	come	in here and plop herself down inside my shop and work extortion on me.	think	speaker@UT	in here		natural	COCA; 1991; Autumn91, Vol. 27 Issue 4, p877, 12p; Flying on a Wedding Band; FIC: Southern Review 
ELAINE KORRY: Even communities that do try to reuse the base are finding they won't reap the full rewards for many years to come. Cleaning up the military's toxic waste and unexploded ammunition is turning out to be far more expensive than the Pentagon estimated. Even in the case of Fort Ord, which has been touted as a model of base conversion, local officials such as Jackie Lambert are having to scale back their expectations. JACKIE LAMBERT: Anyone who thinks they're going to	come	to this area in five or ten years and see a robust, bustling business community on Fort Ord I think is going to be somewhat disappointed, because it's going to take a lot longer than that.	think	speaker@UT	to this area		natural	COCA; 1996 (19960510); California Communities Grow Despite Base Closings; SPOK: NPR_Morning
So the FBI out of Milwaukee is investigating this guy, and they wait until he comes to the U.S. to visit an auto show in Las Vegas. And as soon as he crosses, you know, U.S. Passport Control - I believe he touched down on JFK on his way there - they know about it. They find out where he's staying. They call the FBI team in Las Vegas, and they arrest the guy in his hotel room. So he thinks he's	coming	to the U.S. for, like, this three-day, you know, car show, from Russia. He ends up, like, two days later sitting in a jail cell in Milwaukee, where he stays for more than a year.	think	speaker@UT	to the US		natural	COCA; 2013 (130820); Wild, Wild Web: Policing An Early, Lawless Internet; SPOK: Fresh Air 12:00 AM EST 
There are schools for every conceivable occupation these days. But what if you want to be a cowboy? You enroll in Arizona Cowboy College, of course. (Footage-of-Tim-fix) GEIST: (Voiceover) Here at a ranch just north of Scottsdale, greenhorns come for a six-day crash course in how to be real ropin' ridin' cowboys. If they thought they were	coming	to a posh dude ranch, they were just plain loco. Now tell us what it's like when these raw recruits come in out here.	think	speaker@UT	to a posh dude ranch		natural	COCA; 2001 (20010325); SADDLE UP; COWBOY COLLEGE IN ARIZONA; SPOK: CBS_Morning 
Months ago he'd been invited to give a paper in the south. He had sworn many times never to return yet here he was again. Why he chose to visit the capital city first, and at this sensitive time, he couldn't say except that in part it was to see how his friends had fared through the troubles. His friends at home thought he was crazy for	coming	but they were not eligible to judge.	think	speaker@UT	none		natural	COCA;   1994; Spring94, Vol. 35 Issue 1, p107, 21p; In Xanadu.; Yetman, Michael G.; FIC: Massachusetts Review 
Keep calling. Please keep calling, Audubon thought, again and again, as they rode through the forest toward the sound. The birds-whatever they were-did keep up the noise, now quietly, now rising to an angry peak as if a couple of males were quarreling over a female, as males were likely to do in spring. When Audubon thought they'd	come	close enough, he slid down off his horse, saying, " We'd best go forward on foot now. "	think	theme	close enough		natural	COCA; 2005 (Dec); Vol. 125, Iss. 12; pg. 8, 34 pgs; AUDUBON IN ATLANTIS; Harry Turtledove; FIC: Analog Science Fiction & Fact 
Yeah. Well, one of the most difficult things was one day up in Missouri, we were almost struck by lightning, and it actually picked Martin up and pushed him off to the side, the force of the lightning bolt. But the hardest thing that we did, I thought, was coming through the commercial traffic between Baton Rouge and New Orleans. I mean, it was an incredible amount. We had the tows, tugs, barges, the ocean freighters	coming	in. It's not something I would recommend for other people to experience.	think	theme	through the commercial traffic		natural	COCA; 2002 (20020909); Interview: David Hale discusses accompanying Slovenian swimmer Martin Strel as he swam the entire length of the Mississippi River; ROBERT SIEGEL; SPOK: NPR_ATC 
Over lunch at the senior center in Lamont, on the valley floor, Bobbie Harp describes making the same journey as the Joads when she was a child and her parents' reaction when they reached the valley. " They thought they had	come	to the land of milk and honey, " she says. " They found out real quick it wasn't easy here either. "	think	theme	to the land of milk and honey		natural	COCA; 1999 (19991218); Road of the Joads still paved with struggle, hope 60 years later; NEWS: Associated Press 
Instead of Americans taking buses across the border to Canada to buy affordable drugs, Dr. Rost thinks the drugs should	come	to them. Thats what happens in Europe, where a tightly regulated system of importing drugs from country to country has been in place for over 20 years.	think	theme	to them		natural	COCA; 2005 (20050605); 60 Minutes; SPOK: CBS_Sixty 
SIMEONE: I've got to wonder why in heaven's name you ever left New Orleans. I mean, you're so blues influenced, and that would seem to be the perfect place to stay and to play. Mr-SMITHER: The fact is that almost every musician, every New Orleans musician that I know of who ever got anywhere had to leave town. And that goes all the way back to Louie Armstrong. Louis Armstrong had to leave New Orleans, and at one point, he thought he never would	come	back. But it was just a coincidental thing. I wanted to play acoustic blues and nobody in New Orleans in the' 60s wanted to hear that.	think	theme	back (to New Orleans)		natural	COCA; 2000 (20001111); Interview: Chris Smither discusses his musical style and his career; LISA SIMEONE; SPOK: NPR_ATCW
